,mBERT,Chinese-BERT,MacBERT,XLM-R-base,XLM-R-large,ERNIE-3.0,UER-tiny,UER-small
环,True,True,True,False,False,True,True,True
现,True,True,True,False,False,True,True,True
玱,False,False,False,False,False,True,False,False
玲,True,True,True,False,False,True,True,True
玳,True,True,True,False,False,True,True,True
玴,False,False,False,False,False,True,False,False
玵,False,False,False,False,False,True,False,False
玶,False,False,False,False,False,True,False,False
玷,False,True,True,False,False,True,True,True
玸,False,False,False,False,False,True,False,False
玹,False,False,False,False,False,True,False,False
玺,True,True,True,False,False,True,True,True
玻,True,True,True,False,False,True,True,True
玼,False,False,False,False,False,True,False,False
玽,False,False,False,False,False,True,False,False
玾,False,False,False,False,False,True,False,False
玿,False,False,False,False,False,True,False,False
珀,True,True,True,False,False,True,True,True
珁,False,False,False,False,False,True,False,False
珂,True,True,True,False,False,True,True,True
珃,False,False,False,False,False,True,False,False
珄,False,False,False,False,False,True,False,False
珅,True,True,True,False,False,True,True,True
珆,False,False,False,False,False,True,False,False
珇,False,False,False,False,False,True,False,False
珈,True,True,True,False,False,True,True,True
珉,True,True,True,False,False,True,True,True
珊,True,True,True,False,False,True,True,True
珋,False,False,False,False,False,True,False,False
珌,False,False,False,False,False,True,False,False
珍,True,True,True,False,False,True,True,True
珎,False,False,False,False,False,True,False,False
珏,True,True,True,False,False,True,True,True
珐,False,True,True,False,False,True,True,True
珑,True,True,True,False,False,True,True,True
珒,False,False,False,False,False,True,False,False
珓,False,False,False,False,False,True,False,False
珔,False,False,False,False,False,True,False,False
珕,False,False,False,False,False,True,False,False
珖,False,False,False,False,False,True,False,False
珗,False,False,False,False,False,True,False,False
珘,False,False,False,False,False,True,False,False
珙,True,True,True,False,False,True,True,True
珚,False,False,False,False,False,True,False,False
珛,False,False,False,False,False,True,False,False
珜,False,False,False,False,False,True,False,False
珝,False,False,False,False,False,True,False,False
珞,True,True,True,False,False,True,True,True
珟,False,False,False,False,False,True,False,False
珠,True,True,True,False,False,True,True,True
珡,False,False,False,False,False,True,False,False
珢,False,False,False,False,False,True,False,False
珣,True,True,True,False,False,True,True,True
珤,False,False,False,False,False,True,False,False
珥,True,True,True,False,False,True,True,True
珦,False,False,False,False,False,True,False,False
珧,False,False,False,False,False,True,False,False
珨,False,False,False,False,False,True,False,False
珩,True,True,True,False,False,True,True,True
珪,True,True,True,False,False,True,True,True
珫,False,False,False,False,False,True,False,False
珬,False,False,False,False,False,True,False,False
班,True,True,True,False,False,True,True,True
珮,True,True,True,False,False,True,True,True
珯,False,False,False,False,False,True,False,False
珰,False,False,False,False,False,True,False,False
珱,False,False,False,False,False,True,False,False
珲,True,True,True,False,False,True,True,True
珳,False,False,False,False,False,True,False,False
珴,False,False,False,False,False,True,False,False
珵,False,False,False,False,False,True,False,False
珶,False,False,False,False,False,True,False,False
珷,False,False,False,False,False,True,False,False
珸,False,False,False,False,False,True,False,False
珹,False,False,False,False,False,True,False,False
珺,False,True,True,False,False,True,True,True
珻,False,False,False,False,False,True,False,False
珼,False,False,False,False,False,True,False,False
珽,False,False,False,False,False,True,False,False
現,True,True,True,False,False,True,True,True
珿,False,False,False,False,False,True,False,False
琀,False,False,False,False,False,True,False,False
琁,False,False,False,False,False,True,False,False
琂,False,False,False,False,False,True,False,False
球,True,True,True,False,False,True,True,True
琄,False,False,False,False,False,True,False,False
琅,True,True,True,False,False,True,True,True
理,True,True,True,False,False,True,True,True
琇,True,True,True,False,False,True,True,True
琈,False,False,False,False,False,True,False,False
琉,True,True,True,False,False,True,True,True
琊,True,True,True,False,False,True,True,True
琋,False,False,False,False,False,True,False,False
琌,False,False,False,False,False,True,False,False
琍,False,True,True,False,False,True,True,True
琎,False,False,False,False,False,True,False,False
琏,True,True,True,False,False,True,True,True
琐,True,True,True,False,False,True,True,True
琑,False,False,False,False,False,True,False,False
琒,False,False,False,False,False,True,False,False
琓,False,False,False,False,False,True,False,False
琔,False,False,False,False,False,True,False,False
琕,False,False,False,False,False,True,False,False
琖,False,False,False,False,False,True,False,False
琗,False,False,False,False,False,True,False,False
琘,False,False,False,False,False,True,False,False
琙,False,False,False,False,False,True,False,False
琚,True,False,False,False,False,True,False,False
琛,True,True,True,False,False,True,True,True
琜,False,False,False,False,False,True,False,False
琝,False,False,False,False,False,True,False,False
琞,False,False,False,False,False,True,False,False
琟,False,False,False,False,False,True,False,False
琠,False,False,False,False,False,True,False,False
琡,False,False,False,False,False,True,False,False
琢,True,True,True,False,False,True,True,True
琣,False,False,False,False,False,True,False,False
琤,False,False,False,False,False,True,False,False
琥,True,True,True,False,False,True,True,True
琦,True,True,True,False,False,True,True,True
琧,False,False,False,False,False,True,False,False
琨,True,True,True,False,False,True,True,True
琩,False,False,False,False,False,True,False,False
琪,True,True,True,False,False,True,True,True
琫,False,False,False,False,False,True,False,False
琬,True,True,True,False,False,True,True,True
琭,False,False,False,False,False,True,False,False
琮,True,True,True,False,False,True,True,True
琯,False,False,False,False,False,True,False,False
琰,True,True,True,False,False,True,True,True
琱,False,False,False,False,False,True,False,False
琲,True,True,True,False,False,True,True,True
琳,True,True,True,False,False,True,True,True
琴,True,True,True,False,False,True,True,True
琵,True,True,True,False,False,True,True,True
琶,True,True,True,False,False,True,True,True
琷,False,False,False,False,False,True,False,False
琸,False,False,False,False,False,True,False,False
琹,False,False,False,False,False,True,False,False
琺,False,True,True,False,False,True,True,True
琻,False,False,False,False,False,True,False,False
琼,True,True,True,False,False,True,True,True
琽,False,False,False,False,False,True,False,False
琾,False,False,False,False,False,True,False,False
琿,True,False,False,False,False,True,False,False
瑀,True,True,True,False,False,True,True,True
瑁,True,True,True,False,False,True,True,True
瑂,False,False,False,False,False,True,False,False
瑃,False,False,False,False,False,True,False,False
瑄,True,True,True,False,False,True,True,True
瑅,False,False,False,False,False,True,False,False
瑆,False,False,False,False,False,True,False,False
瑇,False,False,False,False,False,True,False,False
瑈,False,False,False,False,False,True,False,False
瑉,False,False,False,False,False,True,False,False
瑊,False,False,False,False,False,True,False,False
瑋,True,True,True,False,False,True,True,True
瑌,False,False,False,False,False,True,False,False
瑍,False,False,False,False,False,True,False,False
瑎,False,False,False,False,False,True,False,False
瑏,False,False,False,False,False,True,False,False
瑐,False,False,False,False,False,True,False,False
瑑,False,False,False,False,False,True,False,False
瑒,False,False,False,False,False,True,False,False
瑓,False,False,False,False,False,True,False,False
瑔,False,False,False,False,False,True,False,False
瑕,True,True,True,False,False,True,True,True
瑖,False,False,False,False,False,True,False,False
瑗,True,True,True,False,False,True,True,True
瑘,False,False,False,False,False,True,False,False
瑙,True,True,True,False,False,True,True,True
瑚,True,True,True,False,False,True,True,True
瑛,True,True,True,False,False,True,True,True
瑜,True,True,True,False,False,True,True,True
瑝,False,False,False,False,False,True,False,False
瑞,True,True,True,False,False,True,True,True
